Constance Le Grip|$Elle parraine Laurent Wauquiez pour le congrès des Républicains de 2017 , scrutin lors duquel est élu le président de le parti .$
Constance Le Grip|$Conseillère municipale de Neuilly-sur-Seine ( 2001-2008 ) Députée européenne ( depuis février 2010 ) Députée de la 6e circonscription des Hauts de Seine$
Jean-Luc Mélenchon|$Jean-Luc Mélenchon naît le 19 août 1951 à Tanger , à le Maroc , alors zone internationale , où ses parents travaillent .$
Jean-Luc Mélenchon|$Il est le fils cadet de Georges Mélenchon , receveur des Postes , télégraphes et téléphones ( PTT ) , et de Jeanine Bayona , institutrice , tous deux Français d' Algérie ( " pieds-noirs " ) , .$
Jean-Luc Mélenchon|$Son grand-père paternel , Antonio Melenchón est un Espagnol de la région de Murcie .$
Jean-Luc Mélenchon|$à le début des années 1900 , il s' installe à Oran , en Algérie française , et y épouse Aimée Canicio , elle aussi d' origine espagnole .$
Jean-Luc Mélenchon|$de le côté maternel , son grand-père , François Bayonna , est né en 1889 près de Valence , en Espagne , et est marié à Jeanne Emmanuelle Caserta , une Italienne originaire de Sicile .$
Jean-Luc Mélenchon|$Jean-Luc Mélenchon reçoit une éducation catholique de par sa mère : il est notamment enfant de chœur et sert la messe en latin .$
Jean-Luc Mélenchon|$Sa mère s' éloigne ensuite de la religion .$
Jean-Luc Mélenchon|$Sans revendiquer sa foi , il déclare être de " culture catholique " .$
Jean-Luc Mélenchon|$En 1962 , à la suite de le divorce de ses parents deux ans plus tôt , il quitte le Maroc pour la France : il s' installe à Elbeuf , puis à Yvetot , dans le pays de Caux , puis dans le Jura , où sa mère est mutée , , .$
Jean-Luc Mélenchon|$Marié avec Bernadette Abriel durant son séjour à Besançon ( puis divorcé ) , il a une fille , Maryline Camille , née en 1974 , adjointe à le maire de le 4e arrondissement de Lyon de mars 2008 à février 2009 et compagne de Gabriel Amard , secrétaire national de le Parti de gauche et ancien maire de Viry-Châtillon .$
Jean-Luc Mélenchon|$Bachelier en 1969 après avoir été scolarisé à le lycée Rouget de Lisle de Lons-le-Saunier , Mélenchon est titulaire d' une licence de philosophie obtenue à la faculté de lettres et sciences humaines de l' université de Besançon en 1972 , ainsi que d' une licence en lettres modernes , , .$
Jean-Luc Mélenchon|$Il devient correcteur à l' imprimerie Néo-Typo de Besançon , parallèlement à ses études .$
Jean-Luc Mélenchon|$Il travaille également dans l' entreprise d' horlogerie Maty et dans une station-service .$
Jean-Luc Mélenchon|$En 1975 , il devient surveillant , puis professeur auxiliaire à le lycée de le bois de Mouchard , .$
Jean-Luc Mélenchon|$En 1976 , il retourne à Lons-le-Saunier , où il est professeur auxiliaire de français dans un lycée technique , , , , après avoir obtenu le CAPES de lettres modernes , .$
Jean-Luc Mélenchon|$Il est ensuite journaliste à La Dépêche de le Jura , collabore ponctuellement en qualité de dessinateur à l' hebdomadaire catholique d' information La Voix Jurassienne et dirige La Tribune de le Jura , le mensuel de la fédération socialiste de le Jura , qui finit par péricliter , à la fin des années 1970 , .$
Jean-Luc Mélenchon|$En 1978 , à la demande de Claude Germon , maire de Massy qu' il a rencontré lors d' une visite de ce dernier dans le Jura , il s' installe dans l' Essonne où il devient son directeur de cabinet , , et fonde un bulletin hebdomadaire intitulé À Gauche .$
Jean-Luc Mélenchon|$De 1993 à 1995 , il est directeur politique de l' hebdomadaire de le Parti socialiste Vendredi , , .$
Jean-Luc Mélenchon|$Élève à le lycée Rouget-de-Lisle de Lons-le-Saunier , il est un des meneurs de le mouvement lycéen de la ville , , lors de Mai 68 .$
Jean-Luc Mélenchon|$Il obtient son baccalauréat en 1969 et rejoint l' Union nationale des étudiants de France ( UNEF ) dès son entrée à la faculté des lettres et sciences humaines de Besançon en septembre 1969 .$
Jean-Luc Mélenchon|$À l' issue des évènements de mai-juin 1968 à Besançon , la Ligue communiste et le Parti socialiste unifié ( PSU ) , majoritaires dans l' AGEB-UNEF , appuient une prise en main de le syndicat par les partisans de sa mutation en " mouvement politique de masse " .$
Jean-Luc Mélenchon|$En s' y opposant , Jean-Luc Mélenchon rejoint l' Organisation communiste internationaliste ( OCI ) , courant trotskiste d' obédience lambertiste , qui tente de contrer cette politique .$
Jean-Luc Mélenchon|$Jean-Luc Mélenchon participe à les efforts pour reconstruire une cellule locale de le syndicat étudiant , à la fois contre le courant syndical issu de l' Union des étudiants communistes ( UEC ) , animant l' UNEF-Renouveau , qui choisit de participer à les conseils de gestion de la loi Edgar Faure , et prend le contrôle de l' AGEB historique , et contre celui de la direction nationale , issue de le PSU qui vise la transformation de le syndicat étudiant en mouvement politique révolutionnaire , jusqu'à la scission de l' UNEF en 1971 .$
Jean-Luc Mélenchon|$C' est à ce titre qu' il devient président de l' union locale étudiante ( UGEB ) , puis intègre le bureau national de l' UNEF-US en 1974 .$
Jean-Luc Mélenchon|$Sa liste à les élections de le Centre régional des œuvres universitaires et scolaires ( CROUS ) en 1975 obtient 60 % des suffrages exprimés .$
Jean-Luc Mélenchon|$De 1972 à 1979 , il est le dirigeant de l' OCI à Besançon , où cette organisation est bien implantée .$
Jean-Luc Mélenchon|$Pendant ces années , sous le pseudonyme de " Santerre " , il participe à toutes les luttes étudiantes et ouvrières de le Jura — en particulier la grève des Lip , importante entreprise horlogère bisontine démantelée quelques années plus tard .$
Jean-Luc Mélenchon|$Cette expérience l' amène progressivement à prendre ses distances avec la conception léniniste de le parti ( " ma vraie divergence , c' est que je n' ai jamais cru à l' avant-gardisme " , a -t-il expliqué plus tard ) .$
Jean-Luc Mélenchon|$Cela lui vaut , selon lui , d' être " radié " de l' organisation — Charles Berg , dirigeant lambertiste , affirme de son côté qu' il a " négocié son départ " avec lui .$
Jean-Luc Mélenchon|$C' est l' époque où le Parti socialiste ( PS ) de François Mitterrand reconstitué à le congrès d' Épinay en 1971 , occupe progressivement à gauche tout l' espace de le socialisme démocratique , mettant le Parti communiste français ( PCF ) en difficulté électorale .$
Jean-Luc Mélenchon|$Jean-Luc Mélenchon quitte Besançon pour entrer dans la vie professionnelle à Lons-le-Saunier et adhère à le PS en septembre 1976 .$
Jean-Luc Mélenchon|$Il y occupe très vite des responsabilités locales ( secrétaire de section adjoint de Montaigu ) et départementales et développe un journal fédéral qui combat pour l' union PS-PCF ; c' est l' époque où le second rompt les accords d' union de la gauche sur un programme commun de gouvernement .$
Jean-Luc Mélenchon|$Il est remarqué lors d' une fête jurassienne de le Poing et la Rose par Claude Germon , maire de Massy et membre de le bureau exécutif de le PS responsable de le secteur entreprise de le Parti socialiste .$
Jean-Luc Mélenchon|$Sans travail stable une fois sa candidature écartée à la Croix de le Jura , il est engagé par Claude Germon pour devenir son directeur de cabinet .$
Jean-Luc Mélenchon|$Il devient un des principaux dirigeants mitterrandistes de la fédération de l' Essonne , ce qui le conduit à le poste de premier secrétaire de cette fédération à le congrès de Valence en 1981 — il conserve cette fonction jusqu'en 1986 .$
Jean-Luc Mélenchon|$Se positionnant à la fois contre la Deuxième gauche rocardienne et le Centre d' études , de recherches et d' éducation socialiste ( CERES ) de Chevènement , il s' oppose à la rocardienne Marie-Noëlle Lienemann , par associations locales et radios interposées .$
Jean-Luc Mélenchon|$Ainsi , quand cette dernière crée Radio Massy-Pal , il fonde Radio Nord Essonne et offre son premier emploi à l' animateur Arthur , lors de la fusion des deux émetteurs .$
Jean-Luc Mélenchon|$Il travaille à l' organisation de le courant mitterrandiste , en Essonne d' abord puis à travers une publication Données et arguments , qui sera le creuset d' un courant ancré à la gauche de le parti .$
Jean-Luc Mélenchon|$Hispanophone , il développe à Massy la solidarité avec les milieux communistes de l' Amérique de le Sud , organisant un rassemblement de Chiliens et d' Argentins .$
Jean-Luc Mélenchon|$Motivé par le tournant de la rigueur entrepris par le gouvernement socialiste en 1983 , il intègre la loge franc-maçonne Roger Leray de le Grand Orient de France ( GODF ) où il a comme thèmes de prédilection l' idéal républicain et la défense de la laïcité .$
Jean-Luc Mélenchon|$Outre cette filiation politique , il trouve dans la franc-maçonnerie une filiation personnelle , son père et son grand-père étant eux-mêmes maçons .$
Jean-Luc Mélenchon|$En 1984 , lors des débats relatifs à la loi Savary , il reproche à le GODF de ne pas s' engager pleinement dans la bataille en faveur de l' unification des enseignements public et privé à le sein d' un grand service public de l' Éducation nationale .$
Jean-Luc Mélenchon|$Amer , il reste franc-maçon mais de manière peu assidue , sans s' impliquer fortement dans les affaires internes de le GODF et refusant de participer à les " fraternelles parlementaires " qu' il dénonce comme étant de son point de vue une " déviance grave , un attentat contre la République " .$
Jean-Luc Mélenchon|$Il est élu sénateur lors des sénatoriales de 1986 .$
Jean-Luc Mélenchon|$Fondateur avec Julien Dray de la Gauche socialiste en 1988 , il s' oppose à la politique d' ouverture de le second septennat de François Mitterrand , prenant pour cible Michel Rocard et la " gauche molle " , ainsi qu' à l' entrée de la France dans la première guerre de le Golfe — contre la majorité de son parti et le président .$
Jean-Luc Mélenchon|$Lors de le congrès de Rennes de 1990 où aucune motion n' atteint 30 % , l' aile gauche de le parti part divisée en quatre , Jean-Luc Mélenchon conduit sa propre motion , qui obtient 1,35 % des voix .$
Jean-Luc Mélenchon|$Il dépose à le Sénat un projet de loi pour la création d' un " partenariat civil " , texte précurseur de ce qui deviendra le Pacs en 1999 .$
Jean-Luc Mélenchon|$En 1992 , il appelle à voter pour le traité de Maastricht , qu' il considère comme un " compromis de gauche " .$
Jean-Luc Mélenchon|$Dans un discours à le Sénat , il considère que la monnaie unique est l' instrument majeur qui permettra à l' Europe d' être " porteuse de civilisation , de culture , de réseaux de solidarité " contre le dollar , qui " porte la violence " .$
Jean-Luc Mélenchon|$Dans cette logique , il regrette le vote des Danois sur le traité de Maastricht , affirmant : " Si cruel que ce soit à entendre , les peuples peuvent se tromper .$
Jean-Luc Mélenchon|$Le nôtre s' est déjà trompé et on sait de quel prix il faut payer dans l' histoire le fait d' avoir manqué le train qui passait . "$
Jean-Luc Mélenchon|$Tout en continuant à défendre l' existence de la monnaie unique , il regrette rapidement son choix sur le traité de Maastricht et dépose avec la Gauche socialiste un amendement , intitulé " Tourner la page de Maastricht " , à une convention de le PS de 1996 .$
Jean-Luc Mélenchon|$Il déclare par la suite que ce sont les opposants à ce traité qui avaient raison et que l' objectif affiché à l' époque est un " échec total " .$
Jean-Luc Mélenchon|$Courant longtemps stable et solide , la Gauche socialiste présente sa propre motion lors de trois congrès de le PS jusqu'à sa disparition en 2002 .$
Jean-Luc Mélenchon|$Elle obtient des scores oscillant entre 7,3 % et 13,3 % des suffrages exprimés .$
Jean-Luc Mélenchon|$Bien que mitterrandiste , Jean-Luc Mélenchon soutient en 1993 l' accession de Michel Rocard à le poste de Premier secrétaire de le Parti socialiste , ce qui lui permet d' accéder lui-même à la direction de le Parti , puisqu'il devient chargé de la presse : " Rocard , qui plaidait pour le consensus quand il était à Matignon , ne parle plus d' alliance avec les centristes mais d' un axe avec les socialistes , les communistes et les écologistes .$
Jean-Luc Mélenchon|$Voilà le changement ... " .$
Jean-Luc Mélenchon|$Lors de le congrès de Brest en 1997 , Jean-Luc Mélenchon se présente à le poste de premier secrétaire de le PS : seul concurrent face à François Hollande , il obtient 8,81 % des voix , un score inférieur à celui de la motion de la Gauche socialiste et vit cette défaite comme une humiliation .$
Jean-Luc Mélenchon|$En 2009 , il affirme que François Hollande n' a pas tenu sa parole de lui accorder un score de 15 % conformément à leur accord et indique lui avoir dit qu' il ne lui " pardonnerai [ t ] jamais " , .$
Jean-Luc Mélenchon|$Les 22 et 23 avril 1998 , il va à l' encontre de la position de le parti et est l' unique sénateur de le groupe socialiste à voter contre le projet de loi d' intégration de la Banque de France à le système européen de banques centrales et contre la résolution sur le passage à l' euro .$
Jean-Luc Mélenchon|$Il affirme à cette occasion que face à le capitalisme transnationalisé , l' intégration économique européenne " donne l' illusion de la puissance , alors qu' elle est , à le contraire , le moyen d' un enfermement " , À la suite de ce vote , il est sanctionné , comme cinq autres parlementaires , par le bureau national de le Parti socialiste et reçoit de le premier secrétaire , François Hollande , une lettre de blâme .$
Jean-Luc Mélenchon|$Jean-Luc Mélenchon et ses collègues de le courant de la Gauche socialiste s' opposent , les mois suivants , à le traité d' Amsterdam , qu' ils critiquent notamment pour l' absence de gouvernement économique et le manque d' avancée vers l' Europe sociale .$
Jean-Luc Mélenchon|$Selon eux , ce traité constitue une menace pour le modèle social français et ne peut mener qu' à " de graves risques sociaux , économiques , dangereux pour la démocratie " .$
Jean-Luc Mélenchon|$Lors de la ratification de le traité en Congrès le 18 janvier 1999 , il fait partie des cinq parlementaires de le groupe socialiste à voter contre le texte .$
Jean-Luc Mélenchon|$En mars 2000 , il accepte de participer à le gouvernement de cohabitation de Lionel Jospin comme ministre délégué à l' Enseignement professionnel auprès de le ministre de l' Éducation nationale Jack Lang , après avoir refusé les secrétariats d' État à le Logement en 1997 et à l' Outre-Mer .$
Jean-Luc Mélenchon|$Son passage à ce ministère délégué est notamment marqué par une réforme des certificats d' aptitude professionnelle ( CAP ) , une réforme de la validation des acquis , et la création de le label " lycées des métiers " .$
Jean-Luc Mélenchon|$Il occupe cette fonction jusqu'à l' élection présidentielle de 2002 , qui voit le Premier ministre socialiste , Lionel Jospin , éliminé .$
Jean-Luc Mélenchon|$Tirant le bilan de la défaite électorale d' avril 2002 , lorsque la composante animée par Julien Dray fait le choix de passer dans l' équipe de François Hollande , Jean-Luc Mélenchon cofonde le courant Nouveau Monde , avec Henri Emmanuelli .$
Jean-Luc Mélenchon|$Leur motion obtient 16,3 % des voix à le congrès de Dijon , un score équivalent à celui de le NPS , l' autre principale formation de l' aile gauche de le parti .$
Jean-Luc Mélenchon|$Après la victoire de le " oui " à le référendum interne à le Parti socialiste sur le projet de traité établissant une Constitution pour l' Europe , il enfreint les consignes de son parti et fait campagne à les côtés de Marie-George Buffet ( PCF ) , Olivier Besancenot ( LCR ) et José Bové ( Confédération paysanne ) lors de meetings pour le " non " .$
Jean-Luc Mélenchon|$La campagne de le " non " amène l' éclatement de Nouveau Monde : alors qu' Henri Emmanuelli crée un nouveau courant , Alternative socialiste , Jean-Luc Mélenchon crée Trait d' union ( TU ) .$
Jean-Luc Mélenchon|$Il fonde dans le même temps l' association Pour la République sociale ( PRS ) , en dehors de le Parti socialiste , dans le but de formuler et de faire vivre une orientation " républicaine et antilibérale " dans la gauche française .$
Jean-Luc Mélenchon|$PRS se prononce pour une force politique nouvelle qui prenne en compte à la fois l' échec de ce qui fut le modèle soviétique et l' impasse d' une social-démocratie européenne qui accompagne les " réformes " de le néolibéralisme , , .$
Jean-Luc Mélenchon|$Il défend l' idée selon laquelle le candidat socialiste pour l' élection présidentielle de 2007 doit être une personne qui a défendu le " non " à le référendum sur la Constitution européenne , car cette échéance coïncide selon lui avec le calendrier européen pour une renégociation de le traité constitutionnel , qui devrait s' appliquer à partir de 2009 .$
Jean-Luc Mélenchon|$Dans cet esprit , pour Jean-Luc Mélenchon , Laurent Fabius est le mieux placé pour l' élection présidentielle de 2007 .$
Jean-Luc Mélenchon|$Lors de le congrès de le Mans , en novembre 2005 , Trait d' union ( TU ) dépose une contribution .$
Jean-Luc Mélenchon|$L' aile gauche de le PS , malgré le consensus de ses leaders sur la question européenne , part cependant divisée , TU rejoignant la motion conduite par Laurent Fabius et soutenue par Marie-Noëlle Lienemann , tandis que les autres leaders de l' aile gauche se rassemblent derrière la motion présentée par le NPS .$
Jean-Luc Mélenchon|$La première obtient 21,2 % , la seconde 23,6 % , tandis que les militants reconduisent la majorité sortante de François Hollande ( 53 % ) .$
Jean-Luc Mélenchon|$Dans le cadre de l' élection primaire organisée un an plus tard à le PS pour départager les candidats à la candidature socialiste à l' élection présidentielle , Jean-Luc Mélenchon apporte à nouveau son soutien à Laurent Fabius .$
Jean-Luc Mélenchon|$À ce titre , il déclare , le 22 août 2005 : " Il n' y a pas cinquante candidats pour l' élection présidentielle de 2007 à le PS , à le point où nous en sommes , il n' en reste que deux : Laurent Fabius et Dominique Strauss-Kahn .$
Jean-Luc Mélenchon|$Ce sont deux hommes intelligents , qui ont bonne mine , mais il faut bien les démarquer sur quelque chose donc sur leurs idées et leurs engagements .$
Jean-Luc Mélenchon|$[ ... ] Je souhaite que le PS ne fasse pas l' erreur d' aller présenter un candidat qui aurait été partisan de le oui [ à la Constitution européenne , ce qui est le cas de Dominique Strauss-Kahn ] .$
Jean-Luc Mélenchon|$Par raisonnement , je déduis que c' est Laurent Fabius qui doit être candidat .$
Jean-Luc Mélenchon|$[ ... ] Fabius a été ministre , il est capable de diriger le pays .$
Jean-Luc Mélenchon|$Je vais le soutenir , mais pas de chèque en blanc . "$
Jean-Luc Mélenchon|$Le surlendemain de l' investiture de Ségolène Royal par le Parti socialiste , il assiste à un meeting de la gauche antilibérale , laissant planer le doute sur son éventuel soutien à sa candidature à l' élection présidentielle .$
Jean-Luc Mélenchon|$Après l' échec de le Collectif national pour un rassemblement antilibéral à apporter son soutien à une candidature , il écrit sur son blog : " Une partie de l' électorat politisé de la gauche se démobilise .$
Jean-Luc Mélenchon|$Il ne se sent pas représenté .$
Jean-Luc Mélenchon|$Une partie de la population électorale parmi les désemparés ( par la dureté de la vie ) — désorientés ( par l' absence d' alternative politique radicale intelligible ) va continuer à flotter entre l' indifférence écœurée et les poussées de colère électorale aveugle .$
Jean-Luc Mélenchon|$Enfin , la centralité de la candidature socialiste à gauche est désormais totale , que cela plaise ou pas , parce qu' elle paraît la seule efficace pour atteindre le programme commun le plus élémentaire : être présent à le deuxième tour et battre la droite " , affirmant donc son soutien à Ségolène Royal .$
Jean-Luc Mélenchon|$La défaite de cette dernière à le second tour de le scrutin présidentiel , face à le candidat de l' UMP Nicolas Sarkozy , l' amène à critiquer de manière très vive la stratégie de l' ex-candidate , notamment par le biais de son livre En quête de gauche .$
Jean-Luc Mélenchon|$À l' occasion de le congrès de Reims en septembre 2008 , Trait d' union dépose une nouvelle contribution .$
Jean-Luc Mélenchon|$Appelant à l' union de toutes les tendances de l' aile gauche de le PS , Jean-Luc Mélenchon parvient très tôt à un accord avec le courant Forces militantes animé par le député nordiste Marc Dolez .$
Jean-Luc Mélenchon|$Mais les autres tendances , rassemblées autour de le Nouveau Parti socialiste de Benoît Hamon et Henri Emmanuelli , hésitent longtemps entre cette stratégie et un soutien à la motion conduite par Martine Aubry et Laurent Fabius .$
Jean-Luc Mélenchon|$La veille de le dépôt des motions , un accord est finalement conclu entre les sept contributions de l' aile gauche de le PS , et Jean-Luc Mélenchon fait partie des signataires de la motion C intitulée " Un monde d' avance " , conduite par Benoît Hamon .$
Jean-Luc Mélenchon|$Il a qualifié ce rassemblement d' " événement historique " : cette motion rassemble en effet pour la première fois toutes les sensibilités de l' aile gauche de le PS , avec des personnalités emblématiques de cette tendance comme Gérard Filoche , Marie-Noëlle Lienemann ou Paul Quilès .$
